,Unnamed: 0,Company,CPU Detail,CPU Manufacturer,CPU Generation,CPU Arc,Core,Cache,RAM,HDD,SSD,Graphic-creator,Graphic RAM,Blore screen,Keyboard light,Battery houre,Battery Cells,Battery Capacity,Size per Inch/,Touch screen,amount
401,420,,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,16.0,16.0,,2000.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,60.35
402,421,,Core i9,Intel,11.0,x86,8.0,24.0,128.0,,1000.0,,,,,,,,,,75.0
403,422,,Core i5,Intel,11.0,x86,4.0,8.0,16.0,,512.0,Intel,,,1.0,19.0,,58.0,14.4,,79.6
404,423,,Ryzen 7,AMD,5.0,x86,2.0,12.0,16.0,,512.0,AMD,,1.0,,3.0,3.0,42.0,15.6,,27.8
405,424,Apple,Apple,Apple,,M2,12.0,48.0,64.0,1000.0,,Apple,0.0,,1.0,22.0,,100.0,16.2,,230.9
406,425,,Core i7-Alder Lake,Intel,12.0,x86,6.0,24.0,16.0,,1000.0,,4.0,,,,,53.5,15.6,,57.5
407,426,,Core i9,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,8.0,1.0,,2.0,4.0,90.0,16.0,,94.444
408,427,,Ryzen 9-Zen 3,AMD,6.0,x86,8.0,20.0,32.0,,1000.0,NVIDIA,16.0,,1.0,,4.0,90.0,,,198.0
409,428,,Ryzen 7,AMD,6.0,x86,8.0,16.0,16.0,,512.0,Nvidia,4.0,,1.0,,,56.0,15.6,,49.181
410,429,,Core i7,Intel,13.0,x86,10.0,12.0,16.0,,512.0,,,,1.0,,,53.8,15.6,,42.723
411,430,,Core i5,Intel,11.0,x86,4.0,8.0,16.0,,256.0,NVIDIA,,,,3.0,,58.0,,,71.189
412,431,,Ryzen 5,AMD,,,6.0,16.0,8.0,,256.0,,,,,4.0,3.0,51.0,,,28.4
413,432,,Celeron,Intel,9.0,x86,2.0,6.0,4.0,,128.0,,,,,,,42.0,14.0,,10.5
414,433,,Core i9-Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,110.2
415,434,,Core i5,Intel,11.0,x86,4.0,8.0,8.0,,512.0,GEFORCE,2.0,1.0,,,3.0,41.0,15.6,,26.2
416,435,,Ryzen 9-Zen 3,AMD,6.0,x86,8.0,20.0,32.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,88.1
417,437,,Ryzen 7,AMD,4.0,x86,,8.0,16.0,,512.0,NVIDIA,4.0,1.0,1.0,2.0,,56.0,15.6,,43.0
418,438,,Corei7,Intel,11.0,x86,4.0,12.0,16.0,,512.0,INTEL,4.0,,,6.0,,45.0,13.5,,77.499
419,439,,Core i7,Intel,11.0,x86,,12.0,16.0,,512.0,Intel,0.0,1.0,1.0,,,63.0,14.0,,78.599
420,440,,Ryzen 7,AMD,7.0,x86,,16.0,16.0,512.0,,Nvidia,8.0,,1.0,,,175.0,,,61.99
421,441,,Ryzen 7,AMD,,x86,8.0,16.0,16.0,,1000.0,NVIDIA,6.0,1.0,,3.0,4.0,60.0,,,54.7
422,442,,Core i7,Intel,,x86,8.0,24.0,16.0,,1000.0,NVIDIA,4.0,1.0,,3.0,4.0,60.0,,,63.85
423,443,,Ryzen 7,AMD,6.0,x86,8.0,16.0,16.0,,1000.0,NVIDIA,8.0,1.0,,2.0,4.0,90.0,17.3,,84.7
424,444,ASUS,Core i7-Ice Lake,Intel,10.0,x86,4.0,8.0,8.0,,1000.0,,,1.0,,2.0,,,15.6,,28.88
425,445,ASUS,Core i7-Alder Lake-P,Intel,12.0,x86,10.0,24.0,16.0,,512.0,,,1.0,1.0,5.5,,,15.6,,65.0
426,446,,Core i3,Intel,10.0,x86,2.0,6.0,12.0,,256.0,NVIDIA,2.0,1.0,,3.0,2.0,35.0,15.6,,16.95
427,447,,Core i5,Intel ,7.0,x86,,5.0,16.0,,256.0,,8.0,,1.0,,,,14.0,,13.2
428,448,TUF,Core i5-Alder Lake,Intel,12.0,x86,12.0,18.0,16.0,,1000.0,NVIDIA,4.0,,1.0,1.5,,56.0,15.6,,45.99
429,449,,Core i7,Intel,8.0,x86,,9.0,32.0,1000.0,512.0,NVIDIA,6.0,1.0,1.0,4.0,,90.0,17.3,,28.0
430,450,Apple,Core i9,Intel,,x86,8.0,16.0,16.0,,512.0,,4.0,,1.0,,,83.6,15.4,,55.3
431,451,ASUS,Core i5-Alder Lake,Intel,12.0,x86,12.0,18.0,16.0,,512.0,,,1.0,1.0,3.0,,,15.6,,40.215
432,452,,Core i7,Intel,11.0,x86,4.0,12.0,16.0,,256.0,Intel,,,1.0,17.0,,48.0,15.6,,63.0
433,453,HP,,AMD,6.0,x86,,,8.0,,,,,,,,,47.0,14.0,,14.69
434,454,,Ryzen 7,AMD,5.0,x86,8.0,20.0,32.0,,1000.0,Nvidia GeForce,,,1.0,,,80.0,16.0,,64.57
435,455,,Core i7,Intel,9.0,x86,,12.0,16.0,1000.0,256.0,NVIDIA,4.0,1.0,1.0,2.0,,48.0,15.6,,21.9
436,456,Zenbook,Ryzen 5,AMD,5.0,x86,6.0,16.0,8.0,,512.0,AMD,2.0,,1.0,5.5,4.0,75.0,14.0,,41.99
437,457,,Core i7-Alder Lake,Intel,12.0,x86,8.0,30.0,32.0,,1000.0,,8.0,,,,,99.9,15.6,,111.25
438,458,,Celeron,Intel,,x86,4.0,6.0,4.0,,256.0,INTEL,,1.0,,2.0,3.0,42.0,15.6,,10.7
439,459,,Core i9,Intel,13.0,x86,,24.0,32.0,,1000.0,,16.0,,1.0,,,90.0,16.0,,281.9
440,460,,Ryzen 9-Zen 3,AMD,6.0,x86,8.0,16.0,16.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,86.0
441,461,,Core i7,Intel,10.0,x86,,8.0,16.0,,1000.0,,,1.0,1.0,12.0,,,14.0,,81.94
442,462,HP,Core i7,Intel,8.0,x86,,,8.0,,256.0,AMD,2.0,,,,,,14.0,,20.5
443,463,,Core i9,Intel,13.0,x86,,36.0,64.0,,2000.0,,16.0,,1.0,,6.0,86.0,18.0,,314.6
444,465,,CELERON,Intel,,x86,2.0,6.0,4.0,1000.0,512.0,,,,,2.5,,,15.6,,10.3
445,466,,Core i3-Comet Lake,Intel,10.0,x86,2.0,6.0,8.0,1000.0,,,2.0,,,,,36.0,15.6,,11.599
446,467,,Core i5,Intel ,8.0,x86,,8.0,8.0,,256.0,,4.0,,1.0,,,,14.0,,12.37
447,468,,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,16.0,8.0,,512.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,70.2
448,469,ASUS,Ryzen 7,AMD,6.0,x86,8.0,16.0,16.0,,512.0,,,1.0,1.0,2.0,,,15.6,,60.649
449,470,,Corei7,Intel ,11.0,x86,4.0,12.0,8.0,,512.0,NVIDIA,2.0,1.0,,2.0,,,15.6,,29.59
450,471,,Core i5,Intel ,,x86,4.0,8.0,4.0,,512.0,NVIDIA,,1.0,,2.0,,38.0,,,24.0
451,472,,Core i7-Alder Lake-P,Intel,12.0,x86,14.0,24.0,32.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,65.704
452,473,,Core i7,Intel,11.0,x86,,24.0,32.0,,1000.0," NVIDIA, ,                  ",6.0,1.0,1.0,3.0,,70.0,16.0,,63.981
453,474,,Core i3,Intel,11.0,x86,2.0,8.0,12.0,1000.0,128.0,Intel,2.0,,,,,38.0,15.6,,16.87
454,475,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,,512.0,NVIDIA,2.0,,1.0,,3.0,42.0,,,38.8
455,476,,Core i9,Intel,13.0,x86,,24.0,16.0,,1000.0,,8.0,,1.0,,,90.0,16.1,,134.4
456,477,HP,Core i5-Alder Lake,Intel,12.0,x86,10.0,12.0,8.0,,1000.0,,,,,2.0,,,14.0,,43.799
457,478,,Core i7,Intel,4.0,x86,,8.0,8.0,,256.0,NVIDIA,2.0,1.0,1.0,4.0,,99.0,15.0,,11.6
458,480,,Core i7,Intel,11.0,x86,4.0,12.0,12.0,1000.0,,Nvidia,2.0,,,,,38.0,15.6,,27.9
459,481,,Core i7,Intel,12.0,x86,,24.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,,90.0,15.6,,58.8
460,482,MSI,Core i5-Raptor Lake,Intel,13.0,x86,10.0,12.0,8.0,,512.0,,,,1.0,2.0,,,15.6,,34.744
461,483,,Core i7,Intel,12.0,x86,10.0,12.0,16.0,,512.0,Intel,,,1.0,17.0,,48.0,15.6,,91.98
462,484,,Core i7-Alder Lake,Intel,12.0,x86,10.0,24.0,32.0,,2000.0,NVIDIA,8.0,,,,4.0,76.0,,,77.864
463,486,,Core i3-Tiger Lake,Intel,11.0,x86,2.0,6.0,12.0,,256.0,NVIDIA,2.0,,,,2.0,38.0,,,17.481
464,487,,Core i7,Intel,8.0,x86,4.0,8.0,16.0,,512.0,AMD,4.0,1.0,,,,56.0,15.6,,24.4
465,489,,Core i7,Intel,11.0,x86,,24.0,16.0,,1000.0,Nvidia,6.0,1.0,1.0,,,70.0,16.0,,66.9
466,490,acer,Core i7-Alder Lake-P,Intel,12.0,x86,14.0,24.0,16.0,,512.0,,,1.0,1.0,2.0,,,15.6,,68.5
467,491,,Core i7-Alder Lake,Intel,12.0,x86,14.0,24.0,32.0,,1000.0,NVIDIA,4.0,,1.0,,3.0,57.5,,,46.49
468,492,,,Intel,,,7.0,8.0,16.0,,512.0,,4.0,1.0,,,,,,1.0,22.8
469,493,,Ryzen 5,AMD,4.0,x86,,,8.0,,128.0,,,,,19.0,,,13.5,,37.0
470,494,,Core i5,Intel,11.0,x86,4.0,8.0,16.0,1000.0,,NVIDIA,2.0,1.0,,3.0,2.0,37.0,15.6,,30.149
471,495,ASUS,Ryzen 9,AMD,6.0,x86,8.0,20.0,16.0,,1000.0,Nvidia,,,1.0,,,90.0,16.0,,93.699
472,497,,Core i3-Tiger Lake,Intel,11.0,x86,2.0,6.0,4.0,,512.0,,2.0,,,,,37.0,15.6,,24.8
473,498,,Core i7,Intel,11.0,x86,,12.0,16.0,,512.0,Nvidia,6.0,1.0,1.0,,,52.4,15.6,,59.7
474,499,,Core i5,Intel,11.0,x86,,8.0,8.0,,128.0,,,,,,,,,,38.5
475,500,,Core i5,Intel,8.0,x86,,,8.0,,256.0,,,,,14.5,,,13.5,,19.4
476,501,,,Intel,12.0,x86,6.0,24.0,128.0,,512.0,,4.0,,,,,53.5,,,40.8
477,502,,Core i9-Raptor Lake,Intel,13.0,x86,24.0,36.0,64.0,,4000.0,NVIDIA,16.0,,1.0,,4.0,90.0,,,320.979
478,503,,Core i7-Raptor Lake,Intel,13.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,87.979
479,504,,Core i7,Intel,,x86,4.0,12.0,12.0,,512.0,NVIDIA,,1.0,,2.0,2.0,36.0,,,29.48
480,505,,Core i5,Intel,,x86,4.0,8.0,8.0,,512.0,NVIDIA,4.0,1.0,,3.0,3.0,45.0,,,33.9
481,506,,Core i9-Raptor Lake,Intel,13.0,x86,24.0,36.0,16.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,137.28
482,507,ASUS, Core i7-Alder Lake,Intel,12.0,x86,10.0,24.0,16.0,,1000.0,,,1.0,1.0,3.0,,,15.6,,59.222
483,508,,Core i7,Intel,12.0,x86,10.0,24.0,16.0,,1000.0,NVIDIA,6.0,1.0,,3.0,4.0,60.0,15.6,,51.181
484,509,,Core i3,Intel,11.0,x86,2.0,8.0,8.0,,512.0,NVIDIA,2.0,,,2.0,,38.0,15.6,,17.281
485,510,,Core i7,Intel,11.0,x86,4.0,12.0,12.0,,512.0,Nvidia,,,1.0,,,37.0,15.6,,34.5
486,511,,Core i9,Intel,9.0,x86,,16.0,16.0,,1000.0,AMD,4.0,,1.0,10.0,,100.0,16.0,,64.0
487,512,,Celeron,Intel,,N4020,2.0,4.0,4.0,1000.0,,INTEL,,1.0,,2.0,3.0,41.0,15.6,,11.25
488,513,,Core i7,Intel,11.0,x86,8.0,24.0,16.0,,512.0,NVIDIA,6.0,1.0,,3.0,4.0,90.0,15.6,,45.9
489,514,,Ryzen 9,AMD,,,8.0,16.0,16.0,,1000.0,NVIDIA,,,,2.0,4.0,56.0,,,63.999
490,515,,Core i3,Intel,11.0,x86,2.0,6.0,8.0,1000.0,256.0,NVIDIA,2.0,1.0,,,2.0,36.0,15.6,,20.6
491,516,,Core i9,Intel,12.0,x86,,24.0,16.0,,1000.0,,,,,,,,16.1,,89.55
492,517,,Core i9,intel,11.0,x86,8.0,24.0,32.0,,1000.0,Nvidia,16.0,1.0,,4.0,,,17.3,,166.721
493,518,,Core i5,intel,,x86,,,8.0,,256.0,,,,,,,,,,21.4
494,519,,Core i7,intel,11.0,x86,,12.0,16.0,,512.0,Intel,,,,,,56.0,13.9,,60.0
495,520,,Ryzen 9-Zen 3,AMD,6.0,x86,8.0,20.0,16.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,87.195
496,521,,Core i7,intel,11.0,x86,,12.0,16.0,,512.0,Intel,,1.0,,,,,15.6,,35.79
497,522,,Corei9,intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,6.0,1.0,,,4.0,70.0,15.6,,74.5
498,523,,Core i5,intel,11.0,x86,6.0,12.0,8.0,,256.0,,4.0,1.0,,3.0,4.0,,,,39.5
499,524,Apple,M1,Apple,,M1,,,32.0,,1000.0,Apple,0.0,,1.0,,,70.0,16.2,,142.5
500,526,,Celeron,intel,,N4020,2.0,4.0,4.0,1000.0,256.0,INTEL,2.0,1.0,,2.0,2.0,35.0,15.6,,9.9
501,527,,Ryzen 7,AMD,5.0,x86,8.0,20.0,16.0,,1000.0,,4.0,,,,,63.0,15.6,,45.999
502,528,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,16.0,1000.0,256.0,NVIDIA,2.0,,,,2.0,38.0,,,26.8
503,529,,,intel,,,7.0,,16.0,,1000.0,,,,,,,,,,66.5
504,530,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,,1000.0,NVIDIA,2.0,,1.0,,2.0,32.0,,,31.481
505,531,Apple,M2,Apple,,M2,12.0,12.0,16.0,,1000.0,,,,1.0,18.0,,,14.0,,121.0
506,532,,Celeron,Intel,,x86,2.0,4.0,4.0,1000.0,,,2.0,1.0,,3.0,2.0,35.0,,,8.999
507,533,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,32.0,,2000.0,,,,1.0,19.0,,58.0,14.0,,165.999
508,534,Apple,M2,Apple,,M2,12.0,12.0,32.0,,1000.0,,,,1.0,18.0,,,14.2,,160.0
509,535,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,16.0,,512.0,NVIDIA,8.0,,1.0,,4.0,80.0,,,62.979
510,536,,Core i5-Alder Lake,Intel,12.0,x86,10.0,12.0,16.0,,1000.0,Intel,4.0,,,,3.0,42.0,,,32.899
511,537,,Core i7,Intel,11.0,x86,,12.0,16.0,,1000.0,Intel,0.0,,1.0,,,70.07,13.4,,69.94
512,538,Microsoft,Core i5,Intel,,x86,4.0,,4.0,,128.0,inte,,,1.0,,,45.0,13.5,1.0,10.9
513,539,,Ryzen 7,AMD,4.0,x86,8.0,12.0,16.0,,512.0,NVIDIA,4.0,1.0,,2.0,4.0,56.0,15.6,,48.0
514,540,,Core i3-Tiger Lake,Intel,11.0,x86,2.0,6.0,4.0,1000.0,128.0,,2.0,,,,,36.0,15.6,,19.1
515,541,,Core i7,Intel,12.0,x86,8.0,24.0,32.0,,1000.0,Nvidia,,,1.0,,,90.0,16.0,,111.481
516,542,,Core i7,Intel,13.0,x86,,24.0,16.0,1000.0,,Nvidia,8.0,,1.0,,,175.0,,,69.88
517,543,,Core i5 Alder Lake-P,Intel,12.0,x86,12.0,18.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,4.0,56.0,,,51.7
518,544,TUF,Ryzen 7,AMD,6.0,x86,8.0,16.0,16.0,,512.0,NVIDIA,4.0,,1.0,2.0,,56.0,17.3,,48.5
519,545,,Core i5,Intel,6.0,,5.0,3.0,8.0,,256.0,,0.0,,,,4.0,55.0,,,12.7
520,546,,Celeron,Intel,,N4020,2.0,6.0,4.0,,512.0,INTEL,,1.0,,3.0,2.0,35.0,15.6,,8.61
521,548,,Core i7,Intel,10.0,x86,,,32.0,,1000.0,,,,,11.5,,,15.0,,76.0
522,549,,Ryzen 5,AMD,5.0,x86,6.0,8.0,8.0,1000.0,,AMD,,1.0,,2.0,3.0,38.0,15.6,,20.7
523,550,,Core i5,Intel,12.0,x86,8.0,12.0,16.0,,1000.0,NVIDIA,4.0,1.0,,3.0,4.0,76.0,15.6,,43.0
524,551,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,16.0,,1000.0,,4.0,,,,,52.4,15.6,,48.0
525,552,,Core i7,Intel,13.0,x86,,30.0,16.0,,,Nvidia,8.0,,1.0,,6.0,330.0,,,86.69
526,553,,Core i5,Intel,11.0,x86,4.0,8.0,8.0,1000.0,512.0,NVIDIA,4.0,,,3.0,3.0,42.0,14.0,,39.399
527,554,,Core i7-Alder Lake,Intel,12.0,x86,10.0,24.0,32.0,,1000.0,NVIDIA,4.0,,1.0,,4.0,70.0,,,52.0
528,555,,Core i7,Intel,11.0,x86,4.0,12.0,16.0,,1000.0,NVIDIA,6.0,1.0,,3.0,4.0,76.0,15.6,,59.216
529,556,Apple,M2,Apple,,M2,8.0,12.0,8.0,,512.0,Appel,0.0,,,15.0,,52.6,13.6,,73.738
530,557,,Ryzen 6000,AMD,9.0,x86,8.0,16.0,16.0,,1000.0,,8.0,,,,,90.0,15.6,,88.999
531,558,MSI,Ryzen 5,AMD,7.0,x86,6.0,16.0,16.0,,512.0,,,,1.0,2.0,,,15.6,,31.4
532,559,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,3.0,48.0,,,54.77
533,560,,Core i3,Intel,11.0,x86,2.0,8.0,8.0,1000.0,,,,1.0,,3.0,3.0,36.0,,,16.33
534,561,,Core i7,Intel,,x86,14.0,24.0,16.0,,512.0,,6.0,1.0,,3.0,4.0,80.0,,,62.47
535,563,,Core i7,Intel,11.0,x86,4.0,12.0,8.0,1000.0,256.0,Nvidia,,,,,,36.0,15.6,,29.4
536,564,HP,Core i7-Alder Lake,Intel,12.0,x86,10.0,12.0,32.0,,1000.0,,,,1.0,2.0,,,15.6,,55.58
537,565,Apple,M2,Apple,,M2,8.0,,16.0,,512.0,,,,,20.0,,58.2,,,94.0
538,566,,Core i5,Intel,11.0,x86,4.0,8.0,32.0,512.0,,,,,1.0,25.0,,,14.0,,98.989
539,567,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,8.0,,512.0,,2.0,,,,,57.0,15.6,,33.0
540,568,Dell,Ryzen 9,AMD,5.0,x86,,,16.0,,1000.0,NVIDIA,8.0,1.0,1.0,,6.0,,15.6,,92.999
541,569,,Ryzen 9-Zen 4,AMD,7.0,x86,8.0,16.0,16.0,,1000.0,NVIDIA,12.0,,1.0,,4.0,76.0,,,268.979
542,570,,,Intel,,,2.0,,8.0,,256.0,Intel,1.0,,,7.0,,,12.5,,8.77
543,571,,Core i3-Tiger Lake,Intel,11.0,x86,2.0,6.0,12.0,1000.0,256.0,NVIDIA,2.0,,,,2.0,38.0,,,17.7
544,572,,Core i5,Intel,10.0,,,6.0,8.0,,256.0,,4.0,,1.0,,,,15.6,,16.97
545,573,,Core i5,Intel,12.0,x86,12.0,18.0,32.0,512.0,,Nvidia,4.0,,1.0,,,70.0,15.6,,36.95
546,574,,Core i3,Intel,11.0,x86,2.0,6.0,12.0,1000.0,512.0,INTEL,,1.0,,3.0,2.0,38.0,15.6,,16.77
547,575,Dell,Core i7,intel,6.0,x86,4.0,8.0,16.0,,512.0,,4.0,,,,,,,,20.5
548,576,,Core i7,intel,12.0,x86,,24.0,16.0,,1000.0,,8.0,,1.0,,,80.0,15.6,,99.0
549,577,,Ryzen 7,AMD,5.0,x86,8.0,19.0,8.0,,512.0,,,,,,,50.0,16.0,,28.19
550,579,,Core i9,Intel,12.0,x86,,30.0,32.0,,2000.0,Nvidia,16.0,1.0,1.0,,,99.9,15.6,,159.989
551,580,,Core i3,Intel,,x86,2.0,6.0,4.0,,256.0,Intel,,,,,,37.0,15.6,,17.999
552,581,,Core i7,Intel,,x86,,8.0,16.0,,512.0,,,,,17.0,,,,,48.9
553,582,,Core i7,Intel,10.0,x86,4.0,8.0,8.0,,256.0,,,,1.0,15.0,,,13.3,,54.989
554,583,,Core i7-Comet Lake,Intel,10.0,x86,6.0,12.0,16.0,,512.0,NVIDIA,6.0,,1.0,,4.0,60.0,,,55.0
555,584,,Core i3,Intel,11.0,x86,2.0,4.0,8.0,256.0,,Nvidia,4.0,,,,,45.0,15.6,,22.4
556,586,,Core i7,Intel,12.0,x86,,,16.0,,512.0,Intel,0.0,1.0,1.0,,4.0,,14.0,,85.0
557,590,,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,70.0,,,68.3
558,591,,Core i7-Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,6.0,,1.0,,6.0,96.0,,,114.898
559,592,,Core i5-7200U,Intel,7.0,x86,,3.0,8.0,,256.0,Intel,0.0,,1.0,,,60.0,13.3,,14.9
560,594,,Core i7-7600U,Intel,8.0,x86,,4.0,16.0,,256.0,Intel,0.0,,1.0,,,,13.3,1.0,15.9
561,595,,Core i5,Intel,8.0,x86,,6.0,16.0,,512.0,Intel,,1.0,1.0,7.0,,51.0,12.5,,15.9
562,596,,Core i7-Ice Lake,Intel,,x86,4.0,8.0,16.0,1000.0,512.0,NVIDIA,2.0,,,,,37.0,15.6,,30.964
563,597,,Core i7-Alder Lake-P,,12.0,x86,16.0,25.0,16.0,,1000.0,,,,1.0,2.0,,,15.6,,111.5
564,598,,Core i5-Alder Lake,Intel,12.0,,5.0,12.0,8.0,,256.0,,4.0,,,,,50.0,15.6,,35.0
565,599,,Core i7-Tiger Lake,Intel,11.0,,8.0,24.0,16.0,,1000.0,,4.0,,,,,48.0,15.6,,49.77
566,601,,Core i9,Intel,13.0,x86,,24.0,64.0,,2000.0,,16.0,,,,,99.0,17.3,,308.8
567,602,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,32.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,60.0,,,66.99
568,603,,Core i7-6820HK,Intel,,x86,,8.0,16.0,1000.0,128.0,Intel,4.0,,1.0,,8.0,92.0,17.3,,29.8
569,604,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,,512.0,Intel,4.0,,1.0,,3.0,63.0,,,63.222
570,605,lenovo,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,,512.0,,,1.0,,2.0,,,15.6,,25.39
571,606,,Core i7,Intel,10.0,x86,,8.0,32.0,,512.0,NVIDIA,,,,,,57.0,13.5,,89.989
572,607,,core i5,Intel,12.0,x86,8.0,12.0,16.0,,512.0,NVIDIA,4.0,1.0,1.0,2.0,3.0,52.5,15.6,,36.0
573,608,acer,Core i7,Intel,12.0,x86,10.0,12.0,16.0,,1000.0,,,1.0,,3.0,,,15.6,,35.794
574,609,MX450,Core i3,Intel,,x86,2.0,6.0,4.0,,256.0,NVIDIA,2.0,1.0,,4.0,3.0,45.0,,,21.399
575,610,,Core i9,Intel,11.0,x86,8.0,24.0,32.0,,1000.0,Nvidia,8.0,1.0,1.0,,,82.0,15.6,,130.0
576,611,Apple,M2,Apple,,M2,12.0,,32.0,,,,,,,,,100.0,16.2,,169.5
577,612,,Core i3,Intel,10.0,x86,2.0,4.0,4.0,,128.0,INTEL,0.0,,,2.0,3.0,42.0,14.1,,28.981
578,613,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,1000.0,256.0,NVIDIA,2.0,,,,3.0,45.0,,,34.9
579,614,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,32.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,80.0,,,73.499
580,615,,Ryzen 7,AMD,6.0,x86,,16.0,16.0,512.0,,Nvidia,6.0,,1.0,10.0,,,,,61.29
581,616,,Ryzen 7-Zen 2,AMD,5.0,x86,8.0,8.0,8.0,,512.0,NVIDIA,2.0,,1.0,,4.0,56.0,,,33.35
582,617,,Ryzen 5,AMD,3.0,x86,4.0,4.0,8.0,1000.0,128.0,AMD,2.0,1.0,,3.0,2.0,35.0,15.6,,17.2
583,618,,Core i5,Intel,10.0,x86,4.0,8.0,32.0,,512.0,NVIDIA,4.0,1.0,,2.0,3.0,48.0,15.6,,37.5
584,619,,Ryzen 5,AMD,4.0,x86,,8.0,8.0,,256.0,Nvidia,6.0,1.0,1.0,,,80.0,15.6,,37.5
585,620,,Core i9,Intel,13.0,x86,,24.0,16.0,,0.0,,8.0,,1.0,,,90.0,16.1,,108.7
586,621,,Core i3,Intel,10.0,x86,2.0,4.0,4.0,,512.0,INTEL,,1.0,,3.0,2.0,37.0,15.6,,19.3
587,622,,CELERON,Intel,,x86,2.0,4.0,4.0,1000.0,128.0,,,,,2.5,,,15.6,,9.5
588,623,,13980HX Raptor Lake,,13.0,x86,24.0,36.0,64.0,,4000.0,,,1.0,1.0,2.0,,,17.3,,253.6
589,625,,Core i7-Broadwell,Intel,,x86,,6.0,16.0,,256.0,Intel,0.0,,1.0,9.0,,95.0,15.4,,24.0
590,626,,Core i9,Intel,13.0,x86,24.0,36.0,64.0,,2000.0,NVIDIA,12.0,1.0,,4.5,4.0,99.0,16.0,,207.7
591,627,,Celeron,Intel,4.0,x86,2.0,4.0,4.0,,128.0,INTEL,,1.0,,3.0,2.0,35.0,15.6,,9.3
592,628,,Core i3,Intel,10.0,x86,2.0,4.0,12.0,,512.0,INTEL,,1.0,,3.0,2.0,37.0,15.6,,25.85
593,629,5600H,Ryzen 5-Zen 3,AMD,5.0,x86,6.0,16.0,16.0,1000.0,512.0,NVIDIA,4.0,,1.0,,3.0,45.0,,,39.979
594,630,AN515-58-70ZU,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,512.0,NVIDIA,6.0,,,,,,15.6,,56.55
595,631,,Core i5,,11.0,x86,,8.0,8.0,,512.0,INTEL,0.0,1.0,1.0,3.5,,70.0,14.0,,49.85
596,632,,Core i9,Intel,13.0,x86,,24.0,32.0,1000.0,,intel,0.0,,1.0,10.0,,90.0,,,76.22
597,633,,Core i7,Intel,13.0,x86,,30.0,16.0,512.0,,Nvidia,8.0,,1.0,,6.0,330.0,,,79.19
598,634,,Ryzen 5,AMD,,,,,8.0,1000.0,,,,,,,,,,,19.999
599,635,5700U,Ryzen 7-Zen 2,AMD,5.0,x86,8.0,8.0,8.0,,1000.0,NVIDIA,2.0,,1.0,,4.0,56.0,,,34.35
600,636,,Core i3-Lake Refresh,Intel,,x86,4.0,4.0,4.0,1000.0,,,0.0,,,,,35.0,14.0,,13.8
601,637,,Core i5,Intel,11.0,x86,4.0,8.0,12.0,1000.0,256.0,NVIDIA,2.0,1.0,,2.0,2.0,38.0,15.6,,25.681
602,638,,Core i7,Intel,12.0,x86,,,16.0,,512.0,Nvida,2.0,,1.0,,3.0,,14.0,,79.5
603,639,Pavilion 15,Core i5,Intel,11.0,x86,,,16.0,,512.0,Nvidia,,,,,,,15.6,,29.99
604,640,,Corei7,Intel,10.0,x86,4.0,12.0,8.0,1000.0,512.0,NVIDIA,2.0,1.0,,3.0,2.0,37.0,15.6,,29.574
